Facility Name,Facility Address,Latitude,Longitude,NAICS Code,Pollutant,Source Type,Emissions in Tons,Year
Rohm & Haas Chemical LLC,1400 Harvard Dr,41.1379,-87.8425,325211,PM2.5 Primary (Filt + Cond,"Plastic, Resin, Syn Fiber or Rubber Products Plant",0.31,2011
Stark Materials,1805 W Washington,40.4799,-89.0211,212312,PM2.5 Primary (Filt + Cond,,0.1856561649,2011
Labriola Baking Co LLC,3701 W 128th Pl,41.6587,-87.7118,311812,PM2.5 Primary (Filt + Cond,Bakeries,1.9338,2011
Guardian West,1306 E University Ave,40.1183,-88.1851,336390,PM2.5 Primary (Filt + Cond,,1.465586,2011
Ag-Land FS Inc,7501 S Adams St,40.6292,-89.6532,424510,PM2.5 Primary (Filt + Cond,,0.0420952,2011
Champion,1301 N Euclid Ave,41.3882,-89.4595,333912,PM2.5 Primary (Filt + Cond,,0.05625,2011
Ford Motor Co,12600 S Torrence Ave,41.6622,-87.5595,336111,PM2.5 Primary (Filt + Cond,Automobile/Truck or Parts Plant,27.01,2011
Basco Elevator Ltd,Main St,40.3288,-91.1952,424510,PM2.5 Primary (Filt + Cond,,1.893081067,2011
Elmhurst Memorial Healthcare,155 E Brush Hill Rd,41.8646,-87.937,622110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.390462354,2011
Meyer Material Co,NB I-94 & IL Route 22,42.1996,-87.8875,327320,PM2.5 Primary (Filt + Cond,,0,2011
Breckenridge of Illinois LLC,4555 N Alby St,38.9302,-90.1772,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.010249062,2011
City Of Farmer City Power Plant,401 E Allen St,40.2462,-88.6387,921110,PM2.5 Primary (Filt + Cond,,0.008,2011
Total Grain Marketing LLC,601 Railroad St,39.2092,-88.2403,424510,PM2.5 Primary (Filt + Cond,,0.1129147037,2011
Central Illinois Regional Airport,3201 Cira Dr,40.4776,-88.9103,488119,PM2.5 Primary (Filt + Cond,Airport,2.6873499045,2011
Gateway Terminals LLC,4 Pitzman Ave,38.5906,-90.1915,424710,PM2.5 Primary (Filt + Cond,,0.017,2011
Lake-In-The-Hills Airport,8407 Pyott Rd,42.2068,-88.3226,488119,PM2.5 Primary (Filt + Cond,Airport,1.548961,2011
Hanson Material Service,206 S Williams St,41.5653,-87.6146,212399,PM2.5 Primary (Filt + Cond,,0.024654455,2011
Chicago Anodizing,4112 W Lake St,41.886,-87.7287,332813,PM2.5 Primary (Filt + Cond,,0.30443464,2011
Quincy Wilbert Vault Co,4128 Wismann Ln,39.9551,-91.3494,327390,PM2.5 Primary (Filt + Cond,,0.0510811,2011
Gross School,3524 Maple Ave,41.8261,-87.8519,611110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0,2011
K-Five Construction Co,1 N 550 Rt 83,41.9003,-87.9673,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,0.9573912,2011
Bluff City Minerals Acquisition LLC Alton Mine,4007 College Ave,38.902,-90.1246,212312,PM2.5 Primary (Filt + Cond,,0.02298085,2011
Gateway FS Inc,3145 Maeystown Rd,38.2146,-90.2669,424510,PM2.5 Primary (Filt + Cond,,0.185132497,2011
ADM Animal Nutrition,2250 W 5th St,40.1483,-89.3981,311119,PM2.5 Primary (Filt + Cond,,0.15413627,2011
Rochester Midland Corp,2200 Rochester Dr,41.7395,-88.3732,325612,PM2.5 Primary (Filt + Cond,,0.015,2011
Cooperative Grain & Supply Co,708 Union St,41.4684,-89.0745,424510,PM2.5 Primary (Filt + Cond,,0.697410597,2011
Verizon Business,130 E Randolph St,41.8849,-87.6231,517911,PM2.5 Primary (Filt + Cond,,0.0154,2011
Consolidated Grain & Barge Co,210 CGB Dr,39.7478,-90.6146,424510,PM2.5 Primary (Filt + Cond,,3.29735875,2011
Cargill Grain,1852 County Rd 300 N,39.9254,-88.1122,424510,PM2.5 Primary (Filt + Cond,,0.065515,2011
Ideal Box Co,4800 S Austin,41.8046,-87.7747,322211,PM2.5 Primary (Filt + Cond,,0.11,2011
Joliet Asphalt LLC,23343 S Ridge Rd,41.4608,-88.0393,324121,PM2.5 Primary (Filt + Cond,,1.9950265,2011
MC NEAL S FIELD,Unknown,41.5159,-90.3796,48811,PM2.5 Primary (Filt + Cond,Airport,0.114247,2011
Tyson Fresh Meats Inc,Hwy 92,41.5514,-90.2257,311611,PM2.5 Primary (Filt + Cond,,37.771556584,2011
Tilton Energy Center,80 W First St,40.106,-87.6538,221112,PM2.5 Primary (Filt + Cond,Electricity Generation via Combustion,0.122,2011
Pattiki Mine,Epworth Rd,38.0644,-88.0883,212111,PM2.5 Primary (Filt + Cond,,0.221025245,2011
McNabb Grain Co,500 Main St,41.1756,-89.2115,424510,PM2.5 Primary (Filt + Cond,,0.689939097,2011
Gavilon Grain LLC d/b/a Peavey Co - Golden Gate,Old Hwy 15,38.3772,-87.9854,424510,PM2.5 Primary (Filt + Cond,,0.0668817,2011
Chem-Plate Industries Inc,1990 E Devon Ave,41.994,-87.9529,332813,PM2.5 Primary (Filt + Cond,,0.9,2011
Tee Group Films,605 N Main St,41.3868,-89.2184,339999,PM2.5 Primary (Filt + Cond,,0.109412,2011
Peter Baker & Son Co,1349 Rockland Rd,42.2819,-87.8933,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,2.86062732,2011
Con-E-Co 427,5005 Boaz Rd,37.2564,-88.899,327320,PM2.5 Primary (Filt + Cond,,0.094793538,2011
Wedron Silica Co,3450 E 2056th Rd,41.4327,-88.7741,212322,PM2.5 Primary (Filt + Cond,Mines/Quarries,8.63655228,2011
Kendall County Concrete Crushing Inc,1255 E Beecher Rd,41.7048,-88.4696,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.00086868738,2011
Total Grain Marketing LLC,16249 E City Rd 1400 N,39.5797,-88.1723,424510,PM2.5 Primary (Filt + Cond,,0.1240641897,2011
River Redi - Mix Inc,Route 6,41.3201,-88.66,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.55181818,2011
Goodwin Family Funeral Home,918 N Rte 49,39.3064,-87.9902,812210,PM2.5 Primary (Filt + Cond,Crematory - Human,0.78,2011
K-Five Construction Co,127th & I355,41.6585,-88.016,327320,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,0,2011
Breckenridge of IL,1300 E A St,38.5176,-89.9666,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0,2011
Century Plating Co Inc,2939 N Oakley Ave,41.9354,-87.6852,332813,PM2.5 Primary (Filt + Cond,,0.0556,2011
FS Grain LLC,525 Gould St,41.3418,-87.6312,424510,PM2.5 Primary (Filt + Cond,,0.201784986,2011
International Paper Co,1001 Knell St,41.7323,-88.3506,322211,PM2.5 Primary (Filt + Cond,,0.22,2011
Union County Hospital,517 Main,37.464,-89.2467,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Tri-Con Materials Inc,Rte 26,41.3035,-89.3741,212312,PM2.5 Primary (Filt + Cond,,0,2011
Spancrete of Illinois,4012 Route 14,42.2285,-88.2733,327390,PM2.5 Primary (Filt + Cond,,0.00106119326,2011
Gas Recovery Services of Illinois Inc,26 W 570 Schick Rd,41.9525,-88.1445,221112,PM2.5 Primary (Filt + Cond,Electricity Generation via Combustion,6.47813,2011
Premier Coop,1597 CR1975E,40.1128,-88.0913,424510,PM2.5 Primary (Filt + Cond,,0.1813411567,2011
Weber-Stephen Products LLC,200 E Daniels Rd,42.1065,-88.0382,332999,PM2.5 Primary (Filt + Cond,,1.3905802,2011
Evanston Hospital,2650 Ridge Ave,42.0662,-87.6844,622110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.7309,2011
122 South Michigan LLC,122 S Michigan Ave,41.8799,-87.6249,531120,PM2.5 Primary (Filt + Cond,,0.856064,2011
Shrine Memorial Mausoleum & Vault,627 S 6th St,38.9554,-89.0976,812210,PM2.5 Primary (Filt + Cond,,0.02,2011
HEMMER RLA,Unknown,37.9778,-89.2033,48811,PM2.5 Primary (Filt + Cond,Airport,0.00702534,2011
SCHILSON FIELD,Unknown,40.451,-91.2031,48811,PM2.5 Primary (Filt + Cond,Airport,0.00701554,2011
STILLMAN FIRE,Unknown,42.1058,-89.1856,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Irwin Telescopic Seating Co,610 Cumberland Rd,39.0566,-88.7394,336360,PM2.5 Primary (Filt + Cond,Automobile/Truck or Parts Plant,0.0653488,2011
Gavilon Fertilizer LLC,6 Pitzman Ave,38.5948,-90.1881,488310,PM2.5 Primary (Filt + Cond,,0.704,2011
Grainland Cooperative,314 E North St,40.3009,-89.4854,424510,PM2.5 Primary (Filt + Cond,,0.81804579,2011
Open Road Asphalt Co LLC,3004 N Oak St,40.1467,-88.2235,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,1.722214719,2011
Casey Municipal Airport,Airport Rd,39.3021,-88.0033,488119,PM2.5 Primary (Filt + Cond,Airport,0.38799172,2011
Premcor Alsip Distribution Ctr,13100 S Kedzie Ave,41.6554,-87.7046,424710,PM2.5 Primary (Filt + Cond,,0.001,2011
Arrow Road Construction Co,33 W 760 Bolz Rd,42.1408,-88.2719,324121,PM2.5 Primary (Filt + Cond,,2.38446591,2011
R & L Ready Mix Concrete Inc,602 N Steel St,39.0104,-87.7306,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.22597555,2011
Mid Illinois Concrete Inc,1288 W State St,39.5015,-88.2017,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0,2011
VCNA Prairie Inc,1151 Penny Rd,42.1033,-88.2428,212321,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0,2011
Illinois Paving Co,Rt 67 N,40.484,-90.6664,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,0.0817387,2011
Septimus Inc,12543 Il Hwy 16,39.594,-87.7298,311221,PM2.5 Primary (Filt + Cond,,0.4292981333,2011
Owens-Corning Corp,5824 S Archer Rd,41.7847,-87.8182,324122,PM2.5 Primary (Filt + Cond,,51.9117647,2011
RUSSELL,Unknown,40.9256,-87.622,48811,PM2.5 Primary (Filt + Cond,Airport,0.0092253,2011
Monsanto Co,1990 Rte 38,41.868,-89.2483,115114,PM2.5 Primary (Filt + Cond,,0.48404167,2011
American Demolition Corp,5800 S Stony Island Ave,41.7894,-87.5875,238190,PM2.5 Primary (Filt + Cond,,0,2011
Sumner Landfill,RR 3 Box 891,38.7111,-87.8041,562212,PM2.5 Primary (Filt + Cond,Landfill,0.39,2011
Plain Crazy Airport,5 Miles North of Carthage,40.4655,-91.2292,48811,PM2.5 Primary (Filt + Cond,Airport,0.00701554,2011
Sterling Steel Co LLC,101 Ave K,41.7863,-89.7098,331110,PM2.5 Primary (Filt + Cond,Steel Mill,36.07608,2011
Knead Dough Baking Co Inc,556 St James Gate,41.6844,-88.0574,311812,PM2.5 Primary (Filt + Cond,Bakeries,0.20909368,2011
Rumbold & Kuhn Inc,214 Greenwood St,41.0982,-89.8665,424510,PM2.5 Primary (Filt + Cond,,0.67154316,2011
John A Logan College,700 Logan College Rd,37.7476,-89.0956,611210,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.05,2011
Illinois Dept of Ag Animal Disease Lab,2100 S Lake Storey Rd,40.9836,-90.4036,812210,PM2.5 Primary (Filt + Cond,Crematory - Animal,0.00851351,2011
Rogers Ready Mix & Materials Inc,14615 N 2nd St,42.4747,-89.017,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.356412118,2011
Kappa Products Corp,1301 E 99th St,41.7145,-87.592,311224,PM2.5 Primary (Filt + Cond,Food Products Processing Plant,0.1,2011
GRAND TOWER,Unknown,37.6336,-89.5059,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Bio Energy (Illinois) LLC,701 Green Bay Rd,42.4803,-87.8834,562212,PM2.5 Primary (Filt + Cond,,6.4875,2011
River Valley Coop,RR 1,41.165,-90.0214,424510,PM2.5 Primary (Filt + Cond,,0.07595098,2011
Crawford Quarry,10711 S Whitton Rd,42.2106,-90.2897,212312,PM2.5 Primary (Filt + Cond,,0,2011
Citadel LLC,131 S Dearborn St,41.8797,-87.6289,522110,PM2.5 Primary (Filt + Cond,,0.2,2011
Reaco Battery Service Corp,17217 Hwy 37,37.8452,-88.9337,335911,PM2.5 Primary (Filt + Cond,Battery Plant,0.001219622,2011
GFI Metal Treating Inc,1531 Preston St,42.2722,-89.1139,331410,PM2.5 Primary (Filt + Cond,,0.3,2011
Swedish Covenant Hospital,5145 N California Ave,41.9753,-87.6982,622110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.0053,2011
C & H Gravel,812 Adkins Dr,39.5053,-88.1737,212321,PM2.5 Primary (Filt + Cond,,0,2011
Acme Finishing Co LLC,1595 E Oakton St,42.0212,-87.9623,332812,PM2.5 Primary (Filt + Cond,,0.223010594,2011
Peoples Gas Light & Coke Co,1250 S Kilbourn Ave,41.8646,-87.7378,221210,PM2.5 Primary (Filt + Cond,,0.009,2011
St Anthonys Memorial Hospital,503 N Maple St,39.1257,-88.55,622110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.1805,2011
Spoon River Blacktop,Rt 24 S Of Lewistown,40.3805,-90.1658,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,0.449939,2011
Woodward Inc,5001 N Second St,42.3042,-89.0555,336412,PM2.5 Primary (Filt + Cond,"Aircraft, Aerospace, or Related Parts Plant",0.07157855,2011
Olsun Electrics Corp,10901 Commercial St,42.4838,-88.3085,335311,PM2.5 Primary (Filt + Cond,,0.01672,2011
Thermal Processing Solutions Inc,411 Nolen Dr,41.9847,-88.3253,333994,PM2.5 Primary (Filt + Cond,,0.177139,2011
American Demolition Corp,10400 W North Ave,41.9141,-87.8794,238190,PM2.5 Primary (Filt + Cond,,0,2011
ADAMS RLA NUMBER 2,Unknown,40.9347,-88.7404,48811,PM2.5 Primary (Filt + Cond,Airport,0.0076182,2011
Cordova Energy Co LLC,24712 192nd Ave N,41.7127,-90.2798,221112,PM2.5 Primary (Filt + Cond,Electricity Generation via Combustion,0.387,2011
River Materials LLC,3rd S Cross St,37.6927,-88.1377,423320,PM2.5 Primary (Filt + Cond,,7.62536,2011
Meyer Material Co,5803 W Route 120,42.3514,-88.3376,212321,PM2.5 Primary (Filt + Cond,,0.292873421,2011
Lafarge North America,RR 1,37.4758,-88.1308,212312,PM2.5 Primary (Filt + Cond,,0.755643,2011
The Scoular Co,12500 Rte 104,39.5731,-89.8786,424510,PM2.5 Primary (Filt + Cond,,3.6569569,2011
McDonough District Hospital,525 E Grant,40.4442,-90.6639,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
K-Five Construction Co,1660 N Aurora Rd,41.7789,-88.1923,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,2.3287359,2011
Vulcan Construction Materials LLC,1277 S 7000 W Rd,41.0989,-88.0011,212312,PM2.5 Primary (Filt + Cond,,1.51684586,2011
Filtration Group Inc,912 E Washington St,41.522,-88.0582,333413,PM2.5 Primary (Filt + Cond,,0.000217742,2011
Unimin Specialty Minerals Inc,32079 Hwy 127,37.3027,-89.2634,212399,PM2.5 Primary (Filt + Cond,Mineral Processing Plant,0.04961468806,2011
Ben Emge Airport,2 miles W of Belleville,38.5152,-90.0273,48811,PM2.5 Primary (Filt + Cond,Airport,0.0180978,2011
John Sexton Sand & Gravel Corp,11700 31st St,41.8351,-87.9159,562212,PM2.5 Primary (Filt + Cond,Landfill,0.02,2011
MC DONALD S PLAZA,Unknown,41.8481,-87.9444,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Total Grain Marketing LLC,100 S Mine St,38.6133,-89.1129,424510,PM2.5 Primary (Filt + Cond,,0.0447550537,2011
Adventist Bolingbrook Hospital,500 Remington Blvd,41.681,-88.0845,622110,PM2.5 Primary (Filt + Cond,,1.01826,2011
RL Brink Corp,4400 N 24th St,39.9846,-91.3746,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,1.711989565,2011
Cordray Bros Inc,7200 Epworth Rd,42.2564,-88.778,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.533232971,2011
Mt  Vernon Airport,100 Aviation Dr,38.3228,-88.8592,488119,PM2.5 Primary (Filt + Cond,Airport,1.201428687954,2011
OMG Midwest Inc d/b/a Cessord Construction Co,RR 1 Box 32,40.8554,-90.8808,212312,PM2.5 Primary (Filt + Cond,,0,2011
CHEP USA,2453 Prospect Dr,41.8065,-88.2334,321920,PM2.5 Primary (Filt + Cond,,0.0970851,2011
Rowe Foundry Inc,147 W Cumberland St,39.3321,-87.8843,331511,PM2.5 Primary (Filt + Cond,"Foundries, Iron and Steel",42.42163259,2011
Farmer s Elevator Co of Manteno,7690 E 9000 N Rd,41.2499,-87.7269,424510,PM2.5 Primary (Filt + Cond,,0.383546754,2011
Prairie Farms Dairy Inc,1800 Adams St,38.702,-90.1539,311520,PM2.5 Primary (Filt + Cond,Food Products Processing Plant,0.2923044,2011
US Cellular Schaumburg MTSO,115 Commerce Dr,42.0573,-88.0748,517210,PM2.5 Primary (Filt + Cond,,0.00266,2011
Western Grain Marketing LLC,Rural Route,40.1429,-90.7891,424510,PM2.5 Primary (Filt + Cond,,0.1505125127,2011
Keystone Display Inc,11916 Maple Ave,42.4727,-88.43,323113,PM2.5 Primary (Filt + Cond,,0.0181395,2011
ADM Grain Co,417 E Water,39.5967,-88.6029,424510,PM2.5 Primary (Filt + Cond,,0.2336839,2011
Frito-Lay Inc,2307 County Rd 1050 N,40.0306,-88.0259,424510,PM2.5 Primary (Filt + Cond,,1.285,2011
River Redi Mix Inc,507 E Campbell St,41.1587,-88.6471,327320,PM2.5 Primary (Filt + Cond,,0,2011
OldCastle Retail Inc dba Bonsal American,10352 Franklin Ave,41.941,-87.8837,327999,PM2.5 Primary (Filt + Cond,,0.12930225,2011
CENTRALIA CORRECTIONAL CENTER,Unknown,38.5544,-89.1963,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Collinsville Wastewater Treatment Plant,300 Simpson Rd,38.6668,-90.0313,221320,PM2.5 Primary (Filt + Cond,Wastewater Treatment Facility,0.0006,2011
Capitol Cement Co Inc,6231 N Pulaski Rd,41.9941,-87.7293,212312,PM2.5 Primary (Filt + Cond,,0.037105418,2011
FOXFIELD AERODROME,Unknown,42.1601,-89.8856,48811,PM2.5 Primary (Filt + Cond,Airport,0.00700492,2011
Millstadt Greenhouses,6627 Rte 158,38.4521,-90.1132,111422,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.000088689945,2011
IL Bell Telephone Co dba AT&T Illinois,6001 N Northwest Hwy,41.9906,-87.7953,517911,PM2.5 Primary (Filt + Cond,,0.00203261,2011
WILLIAM E. KOENIG,Unknown,39.0165,-90.3196,48811,PM2.5 Primary (Filt + Cond,Airport,0.0000816615,2011
A & R Logistics inc,8440 S Tabler Rd,41.4091,-88.3165,339999,PM2.5 Primary (Filt + Cond,,2.25,2011
VCNA Prairie Illinois Inc Yard 1024,1200 N Butterfield Rd,42.247,-87.9813,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.1486176,2011
Maclair Asphalt Sales LLC,106 Industrial Dr,38.505,-90.2033,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,1.23004,2011
Total Grain Marketing Greenville Plant,822 S 2nd St,38.886,-89.4114,424510,PM2.5 Primary (Filt + Cond,,0.0932207634,2011
PH Broughton and Sons Inc,905 N Lincoln,39.8118,-89.6754,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,0.4550984,2011
Technipaq Inc,975 Lutter Dr,42.2144,-88.2835,326111,PM2.5 Primary (Filt + Cond,"Plastic, Resin, Syn Fiber or Rubber Products Plant",0.01,2011
Scotts Hyponex,9349 Garden Plain Rd,41.8059,-90.0674,325314,PM2.5 Primary (Filt + Cond,,0.11,2011
Lafarge Aggregates of Illinois Inc,10501 Joliet Rd,41.4877,-88.454,212312,PM2.5 Primary (Filt + Cond,,2.213395,2011
Loretto Hospital,645 S Central Ave,41.8721,-87.7637,622110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.086327,2011
RICHARDSON FIELD,Unknown,42.4656,-88.2333,48811,PM2.5 Primary (Filt + Cond,Airport,0.00786319,2011
Inman Electric Co,314 Civic Rd,41.3678,-89.1034,335312,PM2.5 Primary (Filt + Cond,,0.000178261,2011
Abraham Lincoln Capital Airport,1200 Capital Airport Dr,39.8441,-89.6782,488119,PM2.5 Primary (Filt + Cond,Airport,2.6885369936,2011
Country Cast Products Inc,7650 Route 20 W,42.3927,-90.3777,331524,PM2.5 Primary (Filt + Cond,,0.02,2011
Breckenridge of IL,1339 Belleville St,38.5954,-89.829,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.0593583,2011
Prairie Central Cooperative Inc,31252 Center St,40.7438,-88.8042,424510,PM2.5 Primary (Filt + Cond,,0.591429,2011
Blomberg Bros Inc,Route 37 S,38.8302,-88.7757,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.0121925185,2011
Earth Inc,11700 31st St,41.8338,-87.9151,212312,PM2.5 Primary (Filt + Cond,,1.7723008,2011
Illinois State Police,9511 Harrison St,42.0602,-87.8625,922120,PM2.5 Primary (Filt + Cond,,0.0965723,2011
Lafarge Midwest Inc,2150 E 130th St,41.66,-87.5706,423320,PM2.5 Primary (Filt + Cond,,6.3603925,2011
Stockland Grain Co,100 Oak St,40.6134,-87.5893,424510,PM2.5 Primary (Filt + Cond,,0.0925541634,2011
Rockford Cemetery Assn,1011 Auburn St,42.2922,-89.0758,531120,PM2.5 Primary (Filt + Cond,,0.19,2011
Crawford Laboratories,4165 S Emerald Ave,41.8186,-87.6443,325510,PM2.5 Primary (Filt + Cond,,0.008,2011
J Rettenmaler USA LP,701 W 6th St,40.9313,-90.382,424490,PM2.5 Primary (Filt + Cond,,0.004169048,2011
Mid Illinois Concrete - Effingham Ready Mix,1301 Commerce Ave,39.1074,-88.5584,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.00015887718,2011
LaFarge North America Inc,1955 Patterson Rd,41.489,-88.12,423320,PM2.5 Primary (Filt + Cond,,0.0409091,2011
HSBC North America,475 Corporate Woods Pkwy,42.2167,-87.9529,522298,PM2.5 Primary (Filt + Cond,,0.189,2011
Vandalia Sand & Gravel Inc,Vandalia Twp,38.953,-89.1208,212321,PM2.5 Primary (Filt + Cond,,0.001,2011
Tremont Cooperative Grain Co,14697 Baer Rd,40.5353,-89.4741,424510,PM2.5 Primary (Filt + Cond,,1.133020327,2011
FS Grain LLC,9512 Helmar Rd,41.5454,-88.435,424510,PM2.5 Primary (Filt + Cond,,1.657442697,2011
Baxter Healthcare Corp,Rte 120 & Wilson Rd,42.3345,-88.1313,339112,PM2.5 Primary (Filt + Cond,,1.637034,2011
Southwest Airlines- Midway Airport,5035 W 55th,41.7924,-87.7501,481111,PM2.5 Primary (Filt + Cond,,0.08,2011
Tri Oak Foods Inc,2533 90th St,40.9986,-90.6097,112210,PM2.5 Primary (Filt + Cond,Animal Feedlot or Farm,0.119189,2011
Wood Dale Road Investors LLC,700 Wood Dale Rd,41.9751,-87.9809,522298,PM2.5 Primary (Filt + Cond,,0.0027,2011
PRECISION CHROME,Unknown,42.3897,-88.1815,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Royal Haeger Lamp Co West,1300 W Piper St,40.4556,-90.6902,335121,PM2.5 Primary (Filt + Cond,,0.0008096325,2011
Quad Graphics Marketing LLC,420 W Industrial Ave & 1200 Niccum Ave,39.0987,-88.5505,323111,PM2.5 Primary (Filt + Cond,Printing/Publishing Facility,0.3,2011
Korall Marine Facility,305 New Ave,41.6615,-88.0466,324199,PM2.5 Primary (Filt + Cond,,0.179566,2011
Rockford Drop Forge,2011 10th St,42.2463,-89.0762,332111,PM2.5 Primary (Filt + Cond,Steel Mill,1.09,2011
ARCH - EFFINGHAM,Unknown,39.0802,-88.544,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Air Products & Chemicals Inc,I-55 & Arsenal Rd,41.4135,-88.187,325120,PM2.5 Primary (Filt + Cond,,3.13,2011
VCNA Praire Illinois Inc/LRM Materials LLC-Yard 1141,15622 Barber Greene Rd,41.95,-88.6516,212312,PM2.5 Primary (Filt + Cond,,0,2011
Central Stone Co,5533 E 400th St,40.3648,-90.8279,212321,PM2.5 Primary (Filt + Cond,,0.174286,2011
Mt  Hawley Auxiliary Airport,1320 W Bird Blvd,40.7953,-89.6134,488119,PM2.5 Primary (Filt + Cond,Airport,1.02854689,2011
BRUSSELS,Unknown,38.9459,-90.5871,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Rock Island Electric Motor Repair Inc,211 31st Ave,41.48,-90.5948,335312,PM2.5 Primary (Filt + Cond,,0.250633,2011
Cargill Inc,115 S Euclid Ave,40.477,-89.018,311224,PM2.5 Primary (Filt + Cond,Food Products Processing Plant,69.664,2011
Prairie State Generating Station,3872 County Hwy 12,38.2793,-89.667,221112,PM2.5 Primary (Filt + Cond,Electricity Generation via Combustion,62.11143,2011
CHICAGO IMX,Unknown,41.585,-87.6561,488210,PM2.5 Primary (Filt + Cond,Rail Yard,3.66744,2011
Griffith Foods Inc,1437 W 37th St,41.8265,-87.6618,311999,PM2.5 Primary (Filt + Cond,,2.042797,2011
DECKERT,UNKNOWN,40.7192,-89.1578,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
St Louis Prestress Inc,16 Commercial Ct,38.7826,-89.9608,327390,PM2.5 Primary (Filt + Cond,,0.317647,2011
Holmes Airport,6 Miles N of Pawnee,39.6853,-89.5999,488119,PM2.5 Primary (Filt + Cond,Airport,0.00971609,2011
Anderson Memorial Chapel Inc,606 Townhall Dr,41.6519,-88.084,812210,PM2.5 Primary (Filt + Cond,Crematory - Human,0.04,2011
VCNA Prairie Illinois Inc Yard 1005,9050 S Green St,41.7291,-87.6449,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.097888425,2011
North Star Foods,2600 Delta Ln,41.9894,-87.9426,311612,PM2.5 Primary (Filt + Cond,Food Products Processing Plant,0.277,2011
Siegwerk EIC LLC,450 Wegner Dr,41.8769,-88.2286,325910,PM2.5 Primary (Filt + Cond,,0.066383,2011
Aggreko LLC,16748 New Ave,41.6646,-88.0272,532490,PM2.5 Primary (Filt + Cond,Industrial Machinery or Equipment Plant,0.003,2011
Roger s Redi-mix Inc,S Meyer Ave and Mar Ct,38.3046,-90.2823,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.128093727,2011
Central Stone Co,38084 Highway 21,39.8119,-90.6514,212312,PM2.5 Primary (Filt + Cond,,0,2011
Gateway FS Inc,417 Flower,38.3364,-90.1565,424510,PM2.5 Primary (Filt + Cond,,0.23486238,2011
HJ Eppel & Co Inc,12758 E 1200 N Rd,40.7993,-88.6862,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,0.211422,2011
Lafarge,34 E Clayton,42.3627,-87.8246,444190,PM2.5 Primary (Filt + Cond,,0.0272728,2011
Carlyle Sand & Gravel Ltd,11842 Rte 127,38.5925,-89.3728,212321,PM2.5 Primary (Filt + Cond,,0.60652174,2011
Wolfe s Whispering Winds Pet Memorial Services Inc,310 N Oak St,41.0051,-87.9072,812210,PM2.5 Primary (Filt + Cond,,0.936,2011
Pace Industries Inc,2545 W Polk St,41.8708,-87.6903,337110,PM2.5 Primary (Filt + Cond,,0.353721,2011
